company,location,total_laid_off,date,percentage_laid_off,industry,source,notes
meta platforms,Various,5076.0,"September 29, 2024",,Finance,https://example.com/x73764,
microsoft corp.,NYC,552,12-Mar-2024,,Finance,https://example.com/x37261,synthetic
LYFT INC,  ,8462,08/01/2023,,Consumer,https://example.com/x62727,synthetic
Apple Computer,  ,10847,2023-02-11,0.73,Consumer,https://example.com/x40530,
LYFT INC,Various,302,"March 14, 2025",,,https://example.com/x82765,synthetic
Uber,SF Bay Area,9452.0,2024-11-01,0.33,,https://example.com/x33902,
MICROSOFT CORP,Various,5859,09-Oct-2023,0.68,Consumer,https://example.com/x48179,synthetic
amazon.com,NYC,980,"April 24, 2024",0.99,Tech,https://example.com/x79877,
 Tesla Inc ,Seattle,  5358  ,"January 20, 2023",0.21,,https://example.com/x40162,
Tesla,  ,525.0,2023/02/01,,Finance,https://example.com/x67996,
airbnb inc,  ,3344,07-Feb-2023,,Tech,https://example.com/x85611,
Microsoft Corporation,Seattle,122,"December 03, 2024",0.12,Tech,https://example.com/x22936,
Airbnb,  ,5583.0,01-May-2023,0.80,Finance,https://example.com/x89120,
LYFT INC,Austin,10623,2023-08-02,,,https://example.com/x79469,
"Uber Technologies, Inc.",Remote,3967.0,2023/07/17,,Tech,https://example.com/x90000,
Alphabet,SF Bay Area,  3861  ,10/11/2024,0.40,,https://example.com/x40856,synthetic
LYFT,Austin,9854,2025/03/01,,,https://example.com/x27906,synthetic
CRM,Seattle,6198.0,2023-11-09,0.76,Finance,https://example.com/x82535,
UBER,Seattle,  7370  ,2023/06/21,,Finance,https://example.com/x65366,
"Uber Technologies, Inc.",X,100,not-a-date,,Tech,,bad_date
CRM,  ,880,10/17/2024,0.22,,https://example.com/x20244,synthetic
Uber,  ,  2048  ,12/18/2023,,Tech,https://example.com/x97327,
Google,NYC,"11,012",10/07/2024,0.32,,https://example.com/x95119,
Alphabet,Austin,7579.0,11/15/2023,,,https://example.com/x96192,
TESLA,Seattle,11127.0,"March 06, 2024",0.10,Tech,https://example.com/x75378,
"Meta Platforms, Inc.",  ,10755.0,07/07/2024,0.05,Consumer,https://example.com/x21846,
Meta,Remote,  456  ,08/03/2024,0.34,Tech,https://example.com/x95445,
Meta Platforms Inc,Austin,  5028  ,"May 24, 2024",,Consumer,https://example.com/x5652,synthetic
airbnb inc,Various,540,2024/11/14,,Tech,https://example.com/x17710,synthetic
airbnb inc,Austin,1942,"June 28, 2023",0.38,Consumer,https://example.com/x89710,
Salesforce,Seattle,3136,2023/03/10,,Tech,https://example.com/x78894,synthetic
Lyft,SF Bay Area,7894,10-Sep-2023,,Other,https://example.com/x13892,synthetic
Microsoft Corporation,Seattle,"4,115",2024-06-09,,,https://example.com/x42938,
"Tesla, Inc.",X,100,not-a-date,,Tech,,bad_date
Google LLC,NYC,1639,24-Jun-2023,0.53,Other,https://example.com/x76609,
"Lyft, Inc.",Remote,2737.0,28-Mar-2023,,Finance,https://example.com/x77069,
tesla motors,NYC,8706,09/19/2023,0.12,Finance,https://example.com/x81635,
"Uber Technologies, Inc.",Remote,"9,019","February 27, 2024",,Consumer,https://example.com/x74823,synthetic
tesla motors,NYC,1543,2024/03/20,,Other,https://example.com/x72660,
salesforce.com,  ,  3947  ,2023/11/15,0.62,,https://example.com/x79790,
Alphabet,  ,  4766  ,10/28/2024,0.27,Consumer,https://example.com/x24360,
uber technologies,Remote,11980,"March 11, 2025",0.81,Tech,https://example.com/x32910,synthetic
ABNB,Seattle,8497,"March 01, 2023",0.64,Other,https://example.com/x65304,
Lyft,Austin,6080,2024-08-28,0.37,Other,https://example.com/x69598,
LYFT INC,Austin,"9,065","May 04, 2023",0.15,,https://example.com/x28285,
Amazon,Seattle,"5,736",2025-01-14,,Consumer,https://example.com/x74684,
TESLA,Remote,10869,"June 03, 2024",,Finance,https://example.com/x99362,
Google,Seattle,  6425  ,2024/06/13,0.43,Consumer,https://example.com/x95574,
LYFT INC,  ,  5481  ,2023-01-15,,Consumer,https://example.com/x99961,
microsoft corp.,Seattle,"2,870",05/27/2023,,Finance,https://example.com/x85600,
tesla motors,Seattle,"1,615",2023-01-20,,Other,https://example.com/x96394,
airbnb inc,Various,"7,360",02-Jul-2023,,Tech,https://example.com/x88839,
Alphabet Inc.,  ,7205.0,"August 09, 2023",0.53,,https://example.com/x64874,
Initech Solutions,NYC,289,30-Dec-2024,,Other,,no_mapping
TESLA,Austin,4993,07-Feb-2024,,,https://example.com/x37208,synthetic
Tesla,Various,1157,"June 06, 2024",0.01,Finance,https://example.com/x37262,synthetic
CRM,NYC,N/A,15-Oct-2024,0.48,,https://example.com/x31068,
 Tesla Inc ,SF Bay Area,6442,2023-10-08,0.04,Finance,https://example.com/x87466,synthetic
Google LLC,  ,8972,2023/05/16,0.38,Consumer,https://example.com/x18366,
Alphabet Inc.,NYC,  6697  ,2023/01/13,,Consumer,https://example.com/x61227,
Airbnb Inc.,  ,  4494  ,2024-09-19,,Other,https://example.com/x28856,synthetic
Hooli Labs,NYC,470,16-Feb-2023,,Other,,no_mapping
LYFT,NYC,"9,823",2024/09/18,,Consumer,https://example.com/x49087,
Amazon,Remote,  10094  ,2024-05-29,0.33,,https://example.com/x54726,
LYFT INC,NYC,5606,2023-03-03,,,https://example.com/x50079,
AMAZON.COM,Remote,10452,2023-07-23,0.52,Consumer,https://example.com/x73597,
Microsoft,Various,  5498  ,12/10/2023,,Finance,https://example.com/x66637,synthetic
LYFT INC,Various,"5,693",04-May-2024,,Other,https://example.com/x80139,synthetic
MSFT,Austin,7934,"October 01, 2023",,,https://example.com/x43656,
Tesla,  ,6963,2023-02-12,0.90,Tech,https://example.com/x24961,
airbnb inc,NYC,645.0,2025-02-20,0.61,Tech,https://example.com/x48664,synthetic
TESLA,SF Bay Area,"1,576","December 31, 2023",0.90,Other,https://example.com/x84508,synthetic
Airbnb,Austin,  1773  ,"December 23, 2023",0.06,Other,https://example.com/x47250,synthetic
AMZN,Seattle,6424,"November 20, 2024",0.81,Finance,https://example.com/x38040,
Soylent Corp,NYC,210,03-Feb-2023,,Other,,no_mapping
Microsoft,Austin,  8761  ,2023-08-23,,Other,https://example.com/x68296,
Google LLC,NYC,  10397  ,01/15/2023,0.39,Finance,https://example.com/x13315,synthetic
Lyft,  ,3935,09/27/2024,,Other,https://example.com/x21074,synthetic
Tesla,SF Bay Area,  1960  ,"March 22, 2023",,,https://example.com/x11261,
Amazon,Various,11099,"January 26, 2025",0.35,Finance,https://example.com/x22622,
Apple Inc.,Austin,"8,450",06-Feb-2023,,Tech,https://example.com/x88502,synthetic
Hooli Labs,NYC,33,"December 13, 2023",,Other,,no_mapping
LYFT INC,NYC,  2657  ,"December 12, 2023",,Consumer,https://example.com/x52211,
Microsoft,Various,2372,"November 08, 2023",0.55,,https://example.com/x21732,
Microsoft,Seattle,3547.0,2023-10-13,0.35,,https://example.com/x88106,
UBER,SF Bay Area,  5466  ,16-Dec-2023,0.53,Other,https://example.com/x62632,
"Lyft, Inc.",SF Bay Area,3896,08/12/2023,0.51,Tech,https://example.com/x17181,
GOOGL,Various,"8,652",11-Nov-2024,0.30,Other,https://example.com/x95663,
Alphabet,  ,8314,"January 09, 2024",0.89,Other,https://example.com/x3628,
LYFT INC,Various,1931.0,03/15/2024,,Other,https://example.com/x41447,synthetic
amazon.com,SF Bay Area,"1,592","November 02, 2023",,Tech,https://example.com/x59845,
"Uber Technologies, Inc.",Austin,"11,108",2024/08/26,,Tech,https://example.com/x57935,
 Tesla Inc ,Remote,9314,03/19/2023,0.48,,https://example.com/x93889,
apple inc.,SF Bay Area,11552,12/02/2024,0.80,,https://example.com/x49232,
ABNB,NYC,2138.0,"August 05, 2024",,,https://example.com/x19430,
Salesforce,Austin,5367,02/22/2024,0.75,,https://example.com/x18955,synthetic
TESLA,  ,4999,2024-07-01,0.75,Tech,https://example.com/x93927,
LYFT INC,  ,  5728  ,10/05/2023,0.00,Finance,https://example.com/x61417,synthetic
Microsoft Corporation,Seattle,5006,2024-08-11,0.86,Consumer,https://example.com/x26046,
GOOGL,Seattle,11583,15-Feb-2023,,,https://example.com/x58158,synthetic
Hooli Labs,NYC,220,2025-03-18,,Other,,no_mapping
Alphabet Inc.,SF Bay Area,  5456  ,02/21/2024,,,https://example.com/x77162,
tesla motors,  ,"10,702",2023-09-24,0.72,,https://example.com/x66095,synthetic
Uber,NYC,7245.0,2024/06/18,0.82,Consumer,https://example.com/x4082,
Salesforce Inc.,NYC,418,2024/06/05,,Finance,https://example.com/x87345,
Apple Inc.,Remote,767,11/12/2023,0.65,Finance,https://example.com/x71397,synthetic
MICROSOFT CORP,  ,1040,2024/06/21,0.08,,https://example.com/x82423,synthetic
Uber,Austin,10521,2023-11-13,0.63,Consumer,https://example.com/x81883,synthetic
Alphabet,NYC,4321.0,2023/04/09,,Other,https://example.com/x55542,
LYFT,Austin,5258,30-Sep-2024,0.70,,https://example.com/x46419,
LYFT,NYC,9761,"February 10, 2024",0.66,Finance,https://example.com/x52411,
Hooli Labs,NYC,364,"October 23, 2024",,Other,,no_mapping
"Tesla, Inc.",  ,  7416  ,09/03/2024,0.39,Other,https://example.com/x86862,synthetic
Salesforce,Seattle,4083.0,2023-12-04,,Tech,https://example.com/x46345,synthetic
"Tesla, Inc.",  ,2228,26-Feb-2025,0.37,Consumer,https://example.com/x15465,
Microsoft,  ,"9,346",10-Aug-2023,,Other,https://example.com/x42386,synthetic
"Lyft, Inc.",Remote,  5734  ,16-Apr-2024,0.97,Finance,https://example.com/x64230,
TESLA,Austin,3623,12/30/2024,0.25,Other,https://example.com/x4606,
Apple Computer,Remote,651,2023-08-08,0.09,Consumer,https://example.com/x27026,
Initech Solutions,NYC,330,2023-02-11,,Other,,no_mapping
Salesforce,NYC,"5,666",2024-08-15,0.39,Consumer,https://example.com/x801,synthetic
Uber,NYC,11579,2023-05-10,,Other,https://example.com/x27668,synthetic
"Uber Technologies, Inc.",Seattle,"6,114",2023/11/11,,Tech,https://example.com/x62467,synthetic
Amazon,Seattle,N/A,2025-01-14,,Consumer,https://example.com/x74684,
APPLE INC,Various,4180,2024/05/15,,Tech,https://example.com/x69882,
tesla motors,SF Bay Area,  3250  ,2024-08-23,0.84,,https://example.com/x92954,synthetic
MSFT,Seattle,8485.0,"February 05, 2023",0.41,Finance,https://example.com/x23100,
Lyft,Various,2055,2024-07-08,,Finance,https://example.com/x79336,synthetic
Globex Industries,NYC,488,2024-03-10,,Other,,no_mapping
"Uber Technologies, Inc.",Austin,11028,26-Mar-2025,0.07,,https://example.com/x27788,
meta platforms,Remote,  1017  ,2023-10-31,,,https://example.com/x70012,
Soylent Corp,NYC,385,2024-04-14,,Other,,no_mapping
Salesforce Inc.,Seattle,614,06/01/2023,,Consumer,https://example.com/x61129,
Soylent Corp,NYC,237,"February 10, 2023",,Other,,no_mapping
 Tesla Inc ,Various,7655,"February 15, 2025",0.64,Finance,https://example.com/x58594,synthetic
Initech Solutions,NYC,274,10-Nov-2023,,Other,,no_mapping
MSFT,NYC,586,"January 31, 2025",,Tech,https://example.com/x81151,
uber technologies,NYC,11670.0,01/28/2023,0.69,Tech,https://example.com/x32216,
META,  ,8205.0,2023-07-04,0.78,Consumer,https://example.com/x16691,synthetic
Soylent Corp,NYC,349,07/05/2023,,Other,,no_mapping
AMZN,Various,"8,546",07/16/2023,0.09,Consumer,https://example.com/x5804,
APPLE INC,NYC,2320,2024/03/17,0.24,,https://example.com/x63042,
google llc,NYC,5001.0,2024-12-02,0.89,Finance,https://example.com/x10957,synthetic
google llc,SF Bay Area,6579.0,11/04/2023,0.06,,https://example.com/x67968,synthetic
LYFT INC,  ,"1,241",2025/01/10,0.41,Other,https://example.com/x37995,
LYFT INC,Austin,8976,2023-05-04,,Tech,https://example.com/x27795,
Google,NYC,10555,06-Jul-2023,0.47,Consumer,https://example.com/x12788,synthetic
"Airbnb, Inc.",Various,  9713  ,"September 18, 2024",0.10,Tech,https://example.com/x454,
MICROSOFT CORP,Seattle,"9,066",19-May-2024,,,https://example.com/x6268,
Alphabet,Remote,"7,910",2024/07/23,,Finance,https://example.com/x41209,
Soylent Corp,NYC,401,2024-10-27,,Other,,no_mapping
Google,SF Bay Area,  10514  ,"October 11, 2023",0.18,Other,https://example.com/x4754,
Meta,SF Bay Area,11191,"April 03, 2024",,Other,https://example.com/x62379,
MICROSOFT CORP,NYC,4140,2024/02/03,0.12,Tech,https://example.com/x46727,
Soylent Corp,NYC,270,"March 23, 2024",,Other,,no_mapping
tesla motors,Remote,8493.0,24-Oct-2023,0.06,,https://example.com/x53067,synthetic
meta platforms,Seattle,  2166  ,05/14/2024,0.62,Consumer,https://example.com/x56613,synthetic
Microsoft Corporation,Austin,9294,11/23/2023,0.55,,https://example.com/x44031,synthetic
"Tesla, Inc.",  ,  7664  ,2023-10-06,,Finance,https://example.com/x72433,
microsoft corp.,Austin,  7670  ,02-Jul-2023,0.62,Consumer,https://example.com/x98793,
LYFT INC,Various,9252,2023/07/30,0.41,Finance,https://example.com/x93584,
Airbnb Inc.,Austin,349,2024/11/04,,Other,https://example.com/x23663,synthetic
 Tesla Inc ,Austin,7468,"February 21, 2025",0.09,Consumer,https://example.com/x90063,
CRM,Remote,237,2023/10/28,,Tech,https://example.com/x13542,
"Lyft, Inc.",SF Bay Area,459.0,11/08/2023,,,https://example.com/a7,
CRM,Remote,6209.0,25-Mar-2023,,Tech,https://example.com/x4149,synthetic
  Meta Platforms  ,Remote,  10642  ,13-Jan-2024,0.35,Finance,https://example.com/x42140,
Airbnb Inc.,Various,  4361  ,05/20/2023,0.59,Finance,https://example.com/x67567,
"Lyft, Inc.",Remote,"1,026",04/08/2023,,,https://example.com/x16687,
AMZN,SF Bay Area,11398,2023-09-08,,Consumer,https://example.com/x56343,
google llc,  ,5399.0,2023-02-18,0.16,Other,https://example.com/x89567,
LYFT,NYC,8596,2024-10-22,0.00,Other,https://example.com/x49773,
Alphabet,Remote,"2,211",2023-02-01,0.86,Tech,https://example.com/x51886,synthetic
Meta Platforms Inc,Austin,10205.0,2024/09/14,,Consumer,https://example.com/x70931,
Google,Various,"2,576",2023-07-06,0.28,,https://example.com/x20768,
salesforce.com,Austin,1132,05/17/2023,0.24,Finance,https://example.com/x82163,
airbnb inc,SF Bay Area,"11,225",2023-11-07,0.97,,https://example.com/x97817,synthetic
Meta,Remote,8279,05-Jan-2024,0.94,Tech,https://example.com/x64955,
ABNB,Seattle,  9377  ,2024-06-18,,Tech,https://example.com/x28511,
META,SF Bay Area,6049,11/17/2023,0.60,Tech,https://example.com/x56685,synthetic
Microsoft Corporation,Seattle,8412,2024/05/21,0.41,Tech,https://example.com/x86331,
APPLE INC,Various,7785,2023-05-20,0.09,,https://example.com/x82525,synthetic
MICROSOFT CORP,SF Bay Area,9075,23-Jul-2023,0.33,Tech,https://example.com/x36915,
Alphabet Inc.,Various,956,2023/05/15,0.35,,https://example.com/x32583,synthetic
Salesforce Inc.,SF Bay Area,11338,2025-03-20,0.76,Finance,https://example.com/x71803,synthetic
APPLE INC,Remote,10032.0,2024/08/22,0.96,Finance,https://example.com/x34896,
"Lyft, Inc.",NYC,  6776  ,2024/06/01,0.64,Other,https://example.com/x18628,synthetic
LYFT INC,Various,9981,"October 23, 2024",0.02,Tech,https://example.com/x3754,
Salesforce,Remote,3605.0,02/21/2025,,,https://example.com/x74054,
Salesforce,Remote,  1518  ,2023/06/20,0.60,,https://example.com/x83913,
amazon.com,Various,7892,2025-01-15,,Tech,https://example.com/x17180,
"Meta Platforms, Inc.",NYC,3730,"April 09, 2023",0.84,Finance,https://example.com/x86196,
Tesla,Various,10846.0,"June 04, 2024",0.90,,https://example.com/x87570,
Apple,Remote,  9872  ,2023/11/07,0.97,,https://example.com/x99772,
APPLE INC,Remote,1868,23-Nov-2023,,Tech,https://example.com/x3981,synthetic
Amazon.com Inc.,NYC,8264,21-Jun-2023,,,https://example.com/x34516,
"Airbnb, Inc.",  ,7567,2023/12/11,0.19,Consumer,https://example.com/x73638,
Apple Inc.,Austin,4690,08-Oct-2024,,Finance,https://example.com/x26345,
"Airbnb, Inc.",Seattle,1249,2024-05-27,,Finance,https://example.com/x55677,
uber technologies,Remote,"3,830",04/05/2023,0.40,Other,https://example.com/x43449,synthetic
"Meta Platforms, Inc.",NYC,"8,980",23-Mar-2023,0.56,Consumer,https://example.com/x48376,synthetic
Soylent Corp,NYC,66,2023-01-13,,Other,,no_mapping
 Tesla Inc ,SF Bay Area,11324,"December 20, 2024",0.71,Tech,https://example.com/x83335,synthetic
LYFT INC,SF Bay Area,  7309  ,2023-03-15,0.60,Finance,https://example.com/x6096,
Microsoft Corporation,SF Bay Area,11697,02-Nov-2023,,Finance,https://example.com/x88980,
Amazon.com Inc.,SF Bay Area,3624,"June 12, 2024",0.89,,https://example.com/x23947,
 Tesla Inc ,Remote,10004,2024-08-02,0.85,,https://example.com/x32912,synthetic
CRM,Seattle,  2437  ,2023/02/26,,Consumer,https://example.com/x72140,
"Airbnb, Inc.",SF Bay Area,  2474  ,2024-07-09,,Other,https://example.com/x40579,synthetic
  Meta Platforms  ,Seattle,8201,2023/10/31,,Tech,https://example.com/x96482,
AMAZON.COM,Seattle,62,2024-04-08,0.90,Tech,https://example.com/x11246,synthetic
amazon.com,Various,"5,390",2024-08-27,0.10,Other,https://example.com/x13604,
Google LLC,Remote,2566,19-Mar-2024,0.70,Consumer,https://example.com/x87032,synthetic
"Meta Platforms, Inc.",Various,  9524  ,02/01/2025,,Tech,https://example.com/x96366,
CRM,NYC,6469,2024-01-17,0.45,,https://example.com/x37383,
ABNB,SF Bay Area,5429,13-Jul-2023,0.48,,https://example.com/x74188,
  Apple Inc  ,NYC,  6225  ,23-Feb-2024,,,https://example.com/x64102,
Microsoft Corporation,Seattle,8365,2023-10-25,0.53,Other,https://example.com/x66931,
salesforce.com,Austin,8711,"November 16, 2024",0.96,Other,https://example.com/x23383,synthetic
UBER,Austin,  11942  ,03-May-2023,0.22,Tech,https://example.com/x58271,synthetic
"Meta Platforms, Inc.",SF Bay Area,8353.0,22-May-2024,,Other,https://example.com/x1667,
ABNB,  ,  2868  ,"February 11, 2023",,Other,https://example.com/x74830,
  Meta Platforms  ,Remote,5614,2023/04/29,0.14,Consumer,https://example.com/x35691,synthetic
GOOGL,SF Bay Area,  9081  ,05/18/2024,0.71,Other,https://example.com/x32054,
Salesforce Inc.,  ,"4,245","January 19, 2025",0.86,Tech,https://example.com/x2698,
"Meta Platforms, Inc.",Austin,8,10/01/2023,0.41,Other,https://example.com/x43911,
UBER,SF Bay Area,8355.0,30-Mar-2024,,Consumer,https://example.com/x80494,
Apple Computer,  ,N/A,05/11/2024,0.47,Finance,https://example.com/x56413,synthetic
Microsoft Corporation,SF Bay Area,  1047  ,2023/02/09,0.64,Tech,https://example.com/x57466,
Globex Industries,NYC,403,04/15/2024,,Other,,no_mapping
Salesforce,Remote,6809.0,2024-04-28,,Finance,https://example.com/x18283,synthetic
LYFT INC,Various,285.0,"March 14, 2025",,,https://example.com/x82765,synthetic
amazon.com,Remote,576.0,17-Feb-2025,0.17,Other,https://example.com/x27430,
"Airbnb, Inc.",  ,N/A,2025/02/23,0.22,Other,https://example.com/x62632,
AMZN,Austin,2084,11-Feb-2023,,Consumer,https://example.com/x50829,
Apple,Remote,N/A,03-Aug-2023,0.48,,https://example.com/x36897,
Alphabet,Remote,11139,2023/12/06,,,https://example.com/x26084,
Hooli Labs,NYC,425,01/26/2024,,Other,,no_mapping
meta platforms,Various,5483.0,2024-05-21,,,https://example.com/x20647,
Alphabet,NYC,"1,387",2024-10-13,,Tech,https://example.com/x77802,
AMAZON.COM,Remote,8220,12/04/2024,0.73,Tech,https://example.com/x61618,
Initech Solutions,NYC,35,02/22/2025,,Other,,no_mapping
CRM,SF Bay Area,  6179  ,27-Jan-2024,0.59,Other,https://example.com/x36183,
Soylent Corp,NYC,238,22-Sep-2023,,Other,,no_mapping
Uber,NYC,"4,763",11/23/2024,,Finance,https://example.com/x31638,
Soylent Corp,NYC,425,2024-01-10,,Other,,no_mapping
Meta,X,100,not-a-date,,Tech,,bad_date
tesla motors,Seattle,8159,08-Nov-2024,0.31,Finance,https://example.com/x83092,
LYFT,X,100,not-a-date,,Tech,,bad_date
amazon.com,SF Bay Area,6855,2024/07/31,0.97,Other,https://example.com/x31240,synthetic
Tesla,Various,  11136  ,2025-01-31,,Tech,https://example.com/x58548,synthetic
Google,  ,9562,2025/03/20,,Other,https://example.com/x18946,
GOOGL,Remote,4405,2025-03-19,,Finance,https://example.com/x73355,
LYFT INC,NYC,N/A,2024/08/11,,Consumer,https://example.com/x40209,
Salesforce Inc.,Seattle,902,07/29/2023,0.84,Finance,https://example.com/x66383,synthetic
GOOGL,Remote,8878,15-Nov-2023,,Other,https://example.com/x94398,
Uber,SF Bay Area,3410,"August 30, 2024",0.96,Finance,https://example.com/x69067,synthetic
CRM,SF Bay Area,10936,2023-02-03,0.94,Tech,https://example.com/x47196,synthetic
TESLA,Various,"5,010",30-Jan-2024,,,https://example.com/x93886,
Google,Seattle,  9283  ,19-Sep-2024,0.66,Tech,https://example.com/x25744,synthetic
Meta Platforms Inc,Various,5759,12-Mar-2025,0.35,Finance,https://example.com/x72005,
uber technologies,Austin,  7333  ,07-Oct-2024,0.22,Finance,https://example.com/x61767,
Alphabet,Remote,173.0,13-Apr-2023,,Other,https://example.com/x39153,
"Meta Platforms, Inc.",Remote,3736,"January 29, 2024",0.47,Tech,https://example.com/x48024,
microsoft corp.,Remote,N/A,"July 30, 2024",0.12,Finance,https://example.com/x64796,
APPLE INC,NYC,6432,2024/11/09,0.47,Finance,https://example.com/x63967,synthetic
Hooli Labs,NYC,480,"January 06, 2023",,Other,,no_mapping
ABNB,Seattle,  1773  ,17-Jan-2025,0.40,,https://example.com/x36485,
microsoft corp.,SF Bay Area,11300,09-Oct-2024,,,https://example.com/x74250,
Microsoft,NYC,  6967  ,2023-04-28,0.45,Other,https://example.com/x55473,
"Airbnb, Inc.",Seattle,"10,338",2024-05-16,0.73,Consumer,https://example.com/x84851,
LYFT INC,Various,  1589  ,07/24/2024,0.05,Tech,https://example.com/x68129,synthetic
"Airbnb, Inc.",Various,N/A,22-Sep-2023,,Tech,https://example.com/x81045,
microsoft corp.,Austin,8919,"December 31, 2023",0.25,Finance,https://example.com/x48968,
ABNB,Remote,1971,2025-03-15,,Other,https://example.com/x42845,synthetic
uber technologies,  ,7598,08-Mar-2024,0.92,Finance,https://example.com/x17228,
GOOGL,Austin,11057.0,05/22/2023,0.14,Finance,https://example.com/x34839,
CRM,Remote,"9,155",11-Jun-2024,0.28,Tech,https://example.com/x3225,
META,SF Bay Area,10892,2023-08-07,0.82,Consumer,https://example.com/x29381,synthetic
GOOGL,SF Bay Area,10543,2024-09-05,0.44,Consumer,https://example.com/x12156,
LYFT,SF Bay Area,8131.0,2025/03/22,0.11,Consumer,https://example.com/x77691,synthetic
"Uber Technologies, Inc.",Seattle,"6,644",2024-04-04,,Tech,https://example.com/x79751,
Airbnb Inc.,Various,6853.0,2023/10/11,0.42,Other,https://example.com/x56900,
Apple Computer,Seattle,  7367  ,2024-04-22,0.98,Consumer,https://example.com/x41782,
LYFT INC,NYC,4649,2023/08/24,0.07,Consumer,https://example.com/x80751,
Meta Platforms Inc,SF Bay Area,478.0,12/29/2023,,Tech,https://example.com/x33430,
GOOGL,  ,4923,"August 23, 2024",0.74,,https://example.com/x16401,
Salesforce Inc.,NYC,6217,12/06/2023,0.16,Consumer,https://example.com/x19669,
Meta,Austin,107.0,27-Aug-2024,0.48,Consumer,https://example.com/x17192,
Airbnb Inc.,Remote,  5649  ,"May 05, 2023",0.17,Tech,https://example.com/x2113,synthetic
Microsoft Corporation,X,100,not-a-date,,Tech,,bad_date
Microsoft Corporation,Seattle,6705,2025-02-01,,Other,https://example.com/x70581,
airbnb inc,Seattle,5047,2023-07-01,0.24,Other,https://example.com/x32857,
Google,NYC,5143,04/28/2023,0.91,,https://example.com/x46561,
ABNB,Seattle,  10520  ,09/17/2023,0.19,Other,https://example.com/x59397,
UBER,Various,6824,2024/09/03,,Consumer,https://example.com/x99504,
Amazon.com Inc.,X,100,not-a-date,,Tech,,bad_date
"Meta Platforms, Inc.",Various,695,09-Aug-2023,0.33,Other,https://example.com/x79584,
Alphabet Inc.,NYC,8110.0,"March 14, 2025",0.05,Other,https://example.com/x34354,synthetic
amazon.com,  ,  4446  ,03/12/2025,,Consumer,https://example.com/x71083,synthetic
Salesforce Inc.,NYC,  8273  ,2024/12/14,0.27,,https://example.com/x62780,
Amazon,  ,"1,606",2023/03/24,,Other,https://example.com/x31880,synthetic
META,Austin,179.0,18-Jun-2024,,Finance,https://example.com/x27954,synthetic
Apple,  ,3162.0,24-Aug-2024,0.95,Other,https://example.com/x29544,
airbnb inc,Remote,11845,2023/11/03,0.55,Other,https://example.com/x94870,
airbnb inc,NYC,"5,306",2024-03-31,0.45,,https://example.com/x77596,
CRM,Remote,3261.0,2023/09/05,0.88,Consumer,https://example.com/x82502,synthetic
apple inc.,SF Bay Area,"4,878",03/20/2023,,Tech,https://example.com/x57643,synthetic
APPLE INC,Seattle,5067,28-Jan-2025,,Finance,https://example.com/x81042,
CRM,Austin,8678,"December 09, 2023",0.00,,https://example.com/x27017,synthetic
Initech Solutions,NYC,143,2023-03-03,,Other,,no_mapping
AMAZON.COM,  ,4819,07-May-2024,0.62,Finance,https://example.com/x80627,
uber technologies,Seattle,"7,906",07/21/2023,0.59,,https://example.com/x38577,
LYFT,Various,"9,623",05/16/2023,,Finance,https://example.com/x45900,
Salesforce,NYC,N/A,06-May-2024,0.50,,https://example.com/x12537,
  Apple Inc  ,NYC,"5,514",2025-02-02,,Tech,https://example.com/x34887,synthetic
apple inc.,SF Bay Area,"4,785",12/12/2024,,Consumer,https://example.com/x76297,
Google,NYC,838,14-Sep-2024,,Consumer,https://example.com/x67786,synthetic
Meta,Seattle,6541.0,09/23/2023,0.86,Consumer,https://example.com/x81057,
Salesforce,Various,7290.0,11/23/2023,,Finance,https://example.com/x83564,
META,SF Bay Area,3744,03/13/2025,,,https://example.com/x79602,
LYFT INC,Various,5663.0,04-May-2024,,Other,https://example.com/x80139,synthetic
Lyft,Austin,6113,2024-08-28,0.37,Other,https://example.com/x69598,
"Uber Technologies, Inc.",Various,  3277  ,2025/03/18,0.25,Tech,https://example.com/x46828,
Globex Industries,NYC,493,2023-10-23,,Other,,no_mapping
Google LLC,Austin,6778,2023-11-29,,Tech,https://example.com/x755,
Airbnb Inc.,Remote,  558  ,"July 24, 2023",,Tech,https://example.com/x50736,synthetic
Alphabet,Remote,1998.0,01/18/2024,,Finance,https://example.com/x91746,
Initech Solutions,NYC,357,2024-01-18,,Other,,no_mapping
"Meta Platforms, Inc.",SF Bay Area,748.0,2024/01/04,,Finance,https://example.com/x74451,
Salesforce,Seattle,"4,968",2023-07-05,,,https://example.com/x66526,
Salesforce Inc.,  ,11676,2023/02/07,0.84,Tech,https://example.com/x26437,
Meta Platforms Inc,SF Bay Area,5032,"February 22, 2023",,Consumer,https://example.com/x30424,
Alphabet Inc.,Austin,444.0,31-Jan-2024,0.75,Finance,https://example.com/x1160,
Google,SF Bay Area,  2289  ,2023-10-15,0.46,Consumer,https://example.com/x80558,synthetic
Microsoft Corporation,  ,6393,2023-07-28,,Consumer,https://example.com/x30541,
LYFT,Remote,115,19-Mar-2023,0.91,,https://example.com/x96779,synthetic
Airbnb,Remote,N/A,2023/08/27,0.44,Finance,https://example.com/x15489,synthetic
AMZN,NYC,8086,05/19/2024,,Finance,https://example.com/x92440,
Hooli Labs,NYC,356,2023-06-19,,Other,,no_mapping
TESLA,Remote,2310,"August 16, 2024",,Other,https://example.com/x54502,synthetic
